Id,Predicted
10003_age,56.09364578503994
10003_domain1_var1,49.35065466507571
10003_domain1_var2,58.896473572470576
10003_domain2_var1,48.935203487213414
10003_domain2_var2,56.202110763718544
10006_age,62.356281723802205
10006_domain1_var1,54.1781811685904
10006_domain1_var2,58.85437289207705
10006_domain2_var1,48.8398826997625
10006_domain2_var2,51.70669320413079
10010_age,38.42786625326198
10010_domain1_var1,48.94754418360506
10010_domain1_var2,59.53814755976212
10010_domain2_var1,45.203810138094994
10010_domain2_var2,52.659198363125725
10011_age,50.59308586248897
10011_domain1_var1,52.207185288889676
10011_domain1_var2,59.95349662984764
10011_domain2_var1,48.745056043640325
10011_domain2_var2,50.734753844530275
10012_age,53.72131605806271
10012_domain1_var1,55.38716209253911
10012_domain1_var2,56.71226709883947
10012_domain2_var1,47.24927140525129
10012_domain2_var2,57.371621568151646
10013_age,48.04417019316652
10013_domain1_var1,48.94235937530559
10013_domain1_var2,58.95488559493416
10013_domain2_var1,47.106689618813846
10013_domain2_var2,56.301566726913144
10014_age,49.041309334811345
10014_domain1_var1,52.38136904444842
10014_domain1_var2,59.08230706615002
10014_domain2_var1,47.265631174607606
10014_domain2_var2,49.40176333024353
10016_age,51.71360199070199
10016_domain1_var1,51.36262440966633
10016_domain1_var2,58.62054949543565
10016_domain2_var1,47.16686294152191
10016_domain2_var2,53.171445010674404
10018_age,45.09044194666105
10018_domain1_var1,51.700559585469556
10018_domain1_var2,60.3154383744783
10018_domain2_var1,46.83224478631156
10018_domain2_var2,50.08034291311389
10020_age,67.16476762507732
10020_domain1_var1,55.21230143771301
10020_domain1_var2,59.341692349105735
10020_domain2_var1,48.446631015534614
10020_domain2_var2,49.814803482011186
10021_age,57.68531961918457
10021_domain1_var1,54.00851611100711
10021_domain1_var2,59.4879215525951
10021_domain2_var1,49.48413749051523
10021_domain2_var2,49.02609574747494
10022_age,54.57141388226732
10022_domain1_var1,52.02193216340004
10022_domain1_var2,59.355816985762274
10022_domain2_var1,49.28425273898189
10022_domain2_var2,51.88384502283493
10023_age,39.75807154982827
10023_domain1_var1,48.759957122225934
10023_domain1_var2,59.62047121076235
10023_domain2_var1,44.942511495076275
10023_domain2_var2,53.31675010799994
10024_age,31.420048405119964
10024_domain1_var1,44.53769386667388
10024_domain1_var2,59.61811882697832
10024_domain2_var1,45.032360557993705
10024_domain2_var2,54.259355538001195
10027_age,44.44719546980125
10027_domain1_var1,53.07423098406002
10027_domain1_var2,59.07301459345099
10027_domain2_var1,45.713594266833994
10027_domain2_var2,53.13686849362948
10028_age,57.43592816277062
10028_domain1_var1,54.73590759339228
10028_domain1_var2,58.96332713201085
10028_domain2_var1,49.016958926733814
10028_domain2_var2,53.35192502434241
10029_age,58.61378197328761
10029_domain1_var1,52.2187226136791
10029_domain1_var2,58.371359226562866
10029_domain2_var1,48.533221955170134
10029_domain2_var2,51.28731581715126
10030_age,47.854821513538056
10030_domain1_var1,49.604119424628244
10030_domain1_var2,57.84556383067884
10030_domain2_var1,47.59281544453843
10030_domain2_var2,48.905711326491286
10033_age,47.822145000494395
10033_domain1_var1,54.00512123166003
10033_domain1_var2,58.24511035167241
10033_domain2_var1,45.897965978766294
10033_domain2_var2,53.26240817940612
