id,Predicted
10003_age,57.02289215990586
10003_domain1_var1,49.51158763975576
10003_domain1_var2,59.32050224927502
10003_domain2_var1,50.71514361955167
10003_domain2_var2,56.68706577487779
10006_age,64.12761478629017
10006_domain1_var1,54.295194169804475
10006_domain1_var2,58.873791141200826
10006_domain2_var1,49.24856985615434
10006_domain2_var2,51.63974451418527
10010_age,37.73360640373116
10010_domain1_var1,49.465521646066726
10010_domain1_var2,59.42473511763291
10010_domain2_var1,44.75712524094186
10010_domain2_var2,52.964930602116155
10011_age,50.65044987981331
10011_domain1_var1,52.29706112011704
10011_domain1_var2,60.10509153701983
10011_domain2_var1,48.84287160074285
10011_domain2_var2,50.08123312546597
10012_age,53.36675706426752
10012_domain1_var1,55.28241967446721
10012_domain1_var2,56.50724706549903
10012_domain2_var1,47.056410478819764
10012_domain2_var2,58.26742236154446
10013_age,47.360241961920515
10013_domain1_var1,48.63805130518071
10013_domain1_var2,58.68260273237071
10013_domain2_var1,46.34880222284402
10013_domain2_var2,56.216430493914565
10014_age,48.079695271921715
10014_domain1_var1,52.56688596115803
10014_domain1_var2,59.21116050287988
10014_domain2_var1,47.04746944333118
10014_domain2_var2,49.338271334127356
10016_age,51.676028466477185
10016_domain1_var1,51.77057284488216
10016_domain1_var2,58.8509003440998
10016_domain2_var1,47.14119191592989
10016_domain2_var2,53.735050461686825
10018_age,44.9295717811224
10018_domain1_var1,51.735151903671486
10018_domain1_var2,60.33936243560589
10018_domain2_var1,45.98891233859576
10018_domain2_var2,49.41336491399089
10020_age,68.08156952286187
10020_domain1_var1,55.12670223985734
10020_domain1_var2,59.513659276229404
10020_domain2_var1,49.39047072702603
10020_domain2_var2,49.63951388404608
10021_age,57.938603911533704
10021_domain1_var1,53.88825464023223
10021_domain1_var2,59.67458092208518
10021_domain2_var1,49.0992975769709
10021_domain2_var2,49.19415580529574
10022_age,54.97750857638491
10022_domain1_var1,52.00350363576052
10022_domain1_var2,59.363098399739656
10022_domain2_var1,48.9582089854096
10022_domain2_var2,52.37906221719684
10023_age,39.28872726621489
10023_domain1_var1,49.20712222470601
10023_domain1_var2,59.74195203753723
10023_domain2_var1,44.74359177974611
10023_domain2_var2,53.27045235164424
10024_age,30.018600458936525
10024_domain1_var1,44.88490412096018
10024_domain1_var2,59.65673578256067
10024_domain2_var1,44.99636642106505
10024_domain2_var2,54.357586457745256
10027_age,43.424775955419435
10027_domain1_var1,52.742187958765676
10027_domain1_var2,59.31411271177993
10027_domain2_var1,45.6541113649812
10027_domain2_var2,52.85137407669483
10028_age,57.901028500647456
10028_domain1_var1,54.75559755577907
10028_domain1_var2,59.21100541057437
10028_domain2_var1,48.724417361369596
10028_domain2_var2,53.32265863765895
10029_age,58.77851451376669
10029_domain1_var1,52.39875367229655
10029_domain1_var2,58.63575469219168
10029_domain2_var1,48.53896090036447
10029_domain2_var2,51.58377061772191
10030_age,50.03692137591102
10030_domain1_var1,49.96703455229586
10030_domain1_var2,58.928667642658255
10030_domain2_var1,47.311557597432014
10030_domain2_var2,48.61955014919795
10033_age,46.975768388403615
10033_domain1_var1,53.83183533784724
10033_domain1_var2,57.584775577304555
10033_domain2_var1,45.61373552811007
10033_domain2_var2,52.79305121207919
10034_age,45.93084540047817
10034_domain1_var1,50.131848476926564
10034_domain1_var2,61.017219960883
10034_domain2_var1,47.353012669738064
10034_domain2_var2,50.19304934313357
10035_age,63.457731037409715
10035_domain1_var1,54.90587392313766
10035_domain1_var2,58.769247372658484
10035_domain2_var1,48.91346631638165
10035_domain2_var2,53.169034182433066
10036_age,47.01557304215726
10036_domain1_var1,49.86941936853948
10036_domain1_var2,58.08208606158125
10036_domain2_var1,46.03593905782177
10036_domain2_var2,52.765392579740336
10037_age,56.701188615975525
10037_domain1_var1,56.0482811536762
10037_domain1_var2,58.5649141418006
10037_domain2_var1,48.05787718462964
10037_domain2_var2,51.005025757939904
10038_age,51.68697856393622
10038_domain1_var1,53.729016034935086
10038_domain1_var2,60.726927102046545
10038_domain2_var1,47.96158216126996
10038_domain2_var2,48.92934511477712
10043_age,67.11374975820765
10043_domain1_var1,56.48651473021859
10043_domain1_var2,57.92441138833318
10043_domain2_var1,48.287755420287915
10043_domain2_var2,55.0487918882835
10045_age,48.69511462590767
10045_domain1_var1,52.68273046514374
10045_domain1_var2,58.995673339469924
10045_domain2_var1,47.17515327858992
10045_domain2_var2,50.85553889272718
10047_age,71.86699781923139
10047_domain1_var1,57.24363297172734
10047_domain1_var2,57.59867472448341
10047_domain2_var1,48.86917657982063
