Id,Predicted
10003_age,55.90264154283023
10003_domain1_var1,49.20085429156323
10003_domain1_var2,59.14879586674803
10003_domain2_var1,50.885195961085806
10003_domain2_var2,57.23786259900469
10006_age,64.2541092587969
10006_domain1_var1,54.14947255698874
10006_domain1_var2,58.76960854127726
10006_domain2_var1,49.07359359645678
10006_domain2_var2,51.9502577307946
10010_age,38.31122534850283
10010_domain1_var1,49.343409833339294
10010_domain1_var2,59.68633682660507
10010_domain2_var1,44.8546782265205
10010_domain2_var2,53.01352858147381
10011_age,49.99672674036461
10011_domain1_var1,52.33752150580542
10011_domain1_var2,60.243076069767454
10011_domain2_var1,49.13245741946033
10011_domain2_var2,50.73251024498522
10012_age,53.5685004890427
10012_domain1_var1,55.23673169203085
10012_domain1_var2,56.45737057673042
10012_domain2_var1,47.714289072434596
10012_domain2_var2,58.527337580592345
10013_age,48.18864783883183
10013_domain1_var1,48.775544541904054
10013_domain1_var2,58.90226104320738
10013_domain2_var1,46.644932082953794
10013_domain2_var2,56.09974796623032
10014_age,48.15223583468061
10014_domain1_var1,52.57484904238476
10014_domain1_var2,58.95029030495752
10014_domain2_var1,47.14327625932443
10014_domain2_var2,49.333230772500336
10016_age,51.70870384340255
10016_domain1_var1,51.610006763255825
10016_domain1_var2,58.613923322908235
10016_domain2_var1,47.38206524623358
10016_domain2_var2,53.752634409241324
10018_age,45.35793537166175
10018_domain1_var1,52.00019519951304
10018_domain1_var2,60.41585212062464
10018_domain2_var1,46.460713828074
10018_domain2_var2,49.60481307983935
10020_age,68.79937993948688
10020_domain1_var1,55.322341615101486
10020_domain1_var2,59.40582809192492
10020_domain2_var1,49.521784004205784
10020_domain2_var2,50.29076046034633
10021_age,57.848275590121595
10021_domain1_var1,53.9198396724475
10021_domain1_var2,59.33998462190961
10021_domain2_var1,49.09224477420983
10021_domain2_var2,48.7402489646334
10022_age,55.37043614479718
10022_domain1_var1,51.86064576983497
10022_domain1_var2,59.3156484385188
10022_domain2_var1,49.390977305366825
10022_domain2_var2,52.28339387752962
10023_age,39.85443681163996
10023_domain1_var1,49.31415588202537
10023_domain1_var2,59.44047725812286
10023_domain2_var1,44.57911448395949
10023_domain2_var2,52.85830693191212
10024_age,30.10970804565771
10024_domain1_var1,44.92500324567694
10024_domain1_var2,59.54779811921931
10024_domain2_var1,45.024550243643745
10024_domain2_var2,54.11090127985799
10027_age,43.507263269824634
10027_domain1_var1,52.887363180657594
10027_domain1_var2,59.145117524709214
10027_domain2_var1,45.81308748188281
10027_domain2_var2,53.233591497017095
10028_age,57.430947457202
10028_domain1_var1,54.78354444368903
10028_domain1_var2,59.080522526561516
10028_domain2_var1,48.78749435780496
10028_domain2_var2,53.08793489804837
10029_age,59.22870086005194
10029_domain1_var1,52.40481810215137
10029_domain1_var2,58.31195311016834
10029_domain2_var1,48.3193880320624
10029_domain2_var2,51.265567703681015
10030_age,50.73335197019654
10030_domain1_var1,49.74494912983826
10030_domain1_var2,57.839225305562074
10030_domain2_var1,47.11624653892467
10030_domain2_var2,48.204917947457325
10033_age,47.02604867542335
10033_domain1_var1,53.82859052095195
10033_domain1_var2,57.58485957766936
10033_domain2_var1,45.64398034838328
10033_domain2_var2,53.2016212975205
10034_age,46.394711960417915
10034_domain1_var1,50.25107653391503
10034_domain1_var2,61.15433852169516
10034_domain2_var1,47.70622211099485
10034_domain2_var2,50.422745688227245
10035_age,63.75043643586604
10035_domain1_var1,55.15082235061185
10035_domain1_var2,59.03763876816795
10035_domain2_var1,49.138154456564045
10035_domain2_var2,53.44677189057902
10036_age,47.136274712535695
10036_domain1_var1,49.9776709847483
10036_domain1_var2,58.32752448846348
10036_domain2_var1,45.72753583876342
10036_domain2_var2,52.52826494400878
10037_age,57.15154819695711
10037_domain1_var1,56.26754722167047
10037_domain1_var2,58.44012016607538
10037_domain2_var1,47.78265748666544
10037_domain2_var2,51.04348579083783
10038_age,51.55882238249774
10038_domain1_var1,53.764058950582566
10038_domain1_var2,60.326824004057556
10038_domain2_var1,47.86608113156867
10038_domain2_var2,49.23081570345213
10043_age,67.62843757241575
10043_domain1_var1,56.39463124037229
10043_domain1_var2,57.354388537494664
10043_domain2_var1,48.40918594402841
10043_domain2_var2,54.92339494266067
10045_age,49.41405982014739
10045_domain1_var1,52.56900103977293
10045_domain1_var2,58.98651183933803
10045_domain2_var1,47.01832122134704
10045_domain2_var2,50.75865060115897
10047_age,72.27448080243647
10047_domain1_var1,57.26983554471505
10047_domain1_var2,57.82906524875349
10047_domain2_var1,48.97785573247995
10047_domain2_var2,53.61867511205302
10048_age,57.31895320425631
10048_domain1_var1,52.73320626864231
10048_domain1_var2,59.223285028210775
10048_domain2_var1,47.51078140880608
10048_domain2_var2,51.55401256370077
10050_age,58.88037528348507
10050_domain1_var1,54.497182368740845
10050_domain1_var2,58.306709468981026
10050_domain2_var1,50.94713607207135
10050_domain2_var2,51.47505026504322
10052_age,48.859128230726704
10052_domain1_var1,50.02501131867755
10052_domain1_var2,57.88896454834845
10052_domain2_var1,44.613718934802854
10052_domain2_var2,53.864270174440286
10053_age,43.31414692456122
10053_domain1_var1,45.996924293286725
10053_domain1_var2,60.05038675349688
10053_domain2_var1,45.72870050416036
10053_domain2_var2,55.46134767633302
10055_age,38.8014974247315
10055_domain1_var1,44.860024080241764
10055_domain1_var2,59.94689672365392
10055_domain2_var1,46.91618102492912
10055_domain2_var2,53.074313060900174
10057_age,44.164873714796535
10057_domain1_var1,49.399249327984045
10057_domain1_var2,58.78507363979387
10057_domain2_var1,45.38835180835451
10057_domain2_var2,50.76015708337751
10059_age,48.963533368934364
10059_domain1_var1,52.10513323790534
10059_domain1_var2,56.886268940508835
10059_domain2_var1,44.388518134192644
10059_domain2_var2,52.31127738085584
10060_age,59.343249931409005
10060_domain1_var1,54.79810222667014
10060_domain1_var2,59.65613702407188
10060_domain2_var1,49.379694666224346
10060_domain2_var2,51.027511337175355
10062_age,43.42250120426787
10062_domain1_var1,49.22537147826495
10062_domain1_var2,59.85449933788483
10062_domain2_var1,47.65990162261447
10062_domain2_var2,49.12694713549298
10066_age,56.10349622974886
10066_domain1_var1,52.459128683943405
10066_domain1_var2,59.35932863638525
10066_domain2_var1,47.14319834246242
10066_domain2_var2,48.27107208181944
10067_age,48.497838431517906
10067_domain1_var1,50.2508925624901
10067_domain1_var2,60.37926568148465
10067_domain2_var1,47.04971257766619
10067_domain2_var2,47.0507855402922
10069_age,37.624715469392825
10069_domain1_var1,46.48629728427331
10069_domain1_var2,59.58174994202773
10069_domain2_var1,46.09444803237076
10069_domain2_var2,52.58379327167984
10070_age,52.68750726363802
10070_domain1_var1,53.692603076694816
10070_domain1_var2,59.030197240470976
10070_domain2_var1,48.461797782748235
10070_domain2_var2,48.58269919460708
10077_age,46.18255835583754
10077_domain1_var1,48.00842692553145
10077_domain1_var2,59.73293857870902
10077_domain2_var1,48.151540134400506
10077_domain2_var2,51.3255443555884
10079_age,43.830628378162096
10079_domain1_var1,52.63688017195825
10079_domain1_var2,59.27932795361303
10079_domain2_var1,48.50008366497897
10079_domain2_var2,51.866848403881185
10083_age,70.19681923467907
10083_domain1_var1,58.40389236525187
10083_domain1_var2,57.41685642446196
10083_domain2_var1,52.91768607559825
10083_domain2_var2,55.2470316732851
10085_age,51.56238748007258
10085_domain1_var1,49.64654347340425
10085_domain1_var2,59.75615596845211
10085_domain2_var1,47.64604743523389
10085_domain2_var2,52.513202581948
10087_age,46.90300043056921
10087_domain1_var1,51.49778403084029
10087_domain1_var2,58.09310427461901
10087_domain2_var1,43.95295574353501
10087_domain2_var2,51.13347911566427
10091_age,57.30232538934847
10091_domain1_var1,50.541149273019975
