id,Predicted
10003_age,56.84391854858498
10003_domain1_var1,49.52675036570583
10003_domain1_var2,59.31186563493726
10003_domain2_var1,50.54934900849222
10003_domain2_var2,56.50302204899252
10006_age,63.974434466960815
10006_domain1_var1,54.30234903278102
10006_domain1_var2,58.8858475520597
10006_domain2_var1,49.2248348759991
10006_domain2_var2,51.653462124511485
10010_age,37.50876891210027
10010_domain1_var1,49.47150428012257
10010_domain1_var2,59.43116081167676
10010_domain2_var1,44.76241711968176
10010_domain2_var2,52.975124280540655
10011_age,50.45689495766689
10011_domain1_var1,52.304966661364624
10011_domain1_var2,60.08785286710878
10011_domain2_var1,48.74904149361399
10011_domain2_var2,50.066218613063555
10012_age,53.17335780056109
10012_domain1_var1,55.29974061234043
10012_domain1_var2,56.53902976307761
10012_domain2_var1,46.89823967970809
10012_domain2_var2,58.07306395660602
10013_age,47.15930373756042
10013_domain1_var1,48.63663871700087
10013_domain1_var2,58.6959552552606
10013_domain2_var1,46.341527404928954
10013_domain2_var2,56.208544182075464
10014_age,47.883777904991035
10014_domain1_var1,52.57635258100243
10014_domain1_var2,59.22783946383623
10014_domain2_var1,47.04368375810005
10014_domain2_var2,49.40988037719365
10016_age,51.4862596642821
10016_domain1_var1,51.78076211885509
10016_domain1_var2,58.86753222350558
10016_domain2_var1,47.0877700683469
10016_domain2_var2,53.6892684021746
10018_age,44.722816058453304
10018_domain1_var1,51.73700768576071
10018_domain1_var2,60.32908189054316
10018_domain2_var1,45.98686819044301
10018_domain2_var2,49.4865202585273
10020_age,67.93408882280731
10020_domain1_var1,55.148929569476536
10020_domain1_var2,59.49205056320994
10020_domain2_var1,49.25581465966262
10020_domain2_var2,49.58134027841993
10021_age,57.768056828427376
10021_domain1_var1,53.89747822331709
10021_domain1_var2,59.68779637486849
10021_domain2_var1,49.094751926573
10021_domain2_var2,49.29543295420832
10022_age,54.79640234862535
10022_domain1_var1,52.00960999102518
10022_domain1_var2,59.364914784577664
10022_domain2_var1,48.87719860747315
10022_domain2_var2,52.34258792733294
10023_age,39.07105040578226
10023_domain1_var1,49.203122291124444
10023_domain1_var2,59.75795388400218
10023_domain2_var1,44.799436829279244
10023_domain2_var2,53.33593120550651
10024_age,29.767654369349856
10024_domain1_var1,44.88023544100564
10024_domain1_var2,59.67091963212633
10024_domain2_var1,45.00270798543865
10024_domain2_var2,54.35804348859679
10027_age,43.210585132514446
10027_domain1_var1,52.75045508698608
10027_domain1_var2,59.31308787564828
10027_domain2_var1,45.573554660030666
10027_domain2_var2,52.78210551113061
10028_age,57.72802353531244
10028_domain1_var1,54.75784992921235
10028_domain1_var2,59.22635020865347
10028_domain2_var1,48.71580371612787
10028_domain2_var2,53.356578116106355
10029_age,58.609863618203526
10029_domain1_var1,52.40350609980392
10029_domain1_var2,58.66733129679337
10029_domain2_var1,48.51986205378621
10029_domain2_var2,51.63656555244674
10030_age,49.84640268239117
10030_domain1_var1,49.96650832032203
10030_domain1_var2,58.9736175450238
10030_domain2_var1,47.352982025465266
10030_domain2_var2,48.787268999368436
10033_age,46.77256580261173
10033_domain1_var1,53.82838550054158
10033_domain1_var2,57.62582958347245
10033_domain2_var1,45.61389483650285
10033_domain2_var2,52.797703683913525
10034_age,45.724734103710404
10034_domain1_var1,50.12525121790004
10034_domain1_var2,60.99723019211946
10034_domain2_var1,47.33981873003299
10034_domain2_var2,50.268432866441145
10035_age,63.29962487070992
10035_domain1_var1,54.91032742868373
10035_domain1_var2,58.773643780196096
10035_domain2_var1,48.84691481922642
10035_domain2_var2,53.13900141111296
10036_age,46.814592713250036
10036_domain1_var1,49.87184831422925
10036_domain1_var2,58.11318607084493
10036_domain2_var1,46.01915661516545
10036_domain2_var2,52.76298632171474
10037_age,56.525087343050444
10037_domain1_var1,56.05530058608963
10037_domain1_var2,58.58693571218906
10037_domain2_var1,48.04875297525235
10037_domain2_var2,51.05824971492907
10038_age,51.49884686658561
10038_domain1_var1,53.728509043600624
10038_domain1_var2,60.72222293880647
10038_domain2_var1,47.9496789928107
10038_domain2_var2,49.00728711045598
10043_age,66.96580347668922
10043_domain1_var1,56.49335527255836
10043_domain1_var2,57.959505288339436
10043_domain2_var1,48.21845617416841
10043_domain2_var2,54.98500693644934
10045_age,48.499706697627104
10045_domain1_var1,52.67674127683743
10045_domain1_var2,59.01701029665138
10045_domain2_var1,47.218754418183195
10045_domain2_var2,50.976212783516054
10047_age,71.73609370134061
10047_domain1_var1,57.25234311672176
10047_domain1_var2,57.636806956643156
10047_domain2_var1,48.871090831438025
10047_domain2_var2,53.80011387405333
10048_age,57.36712150967137
