Id,prob_site2,is_site2,is_site2_true
10001,0.31705600346082324,False,0
10002,0.3020678945907534,False,0
10004,0.30351021244287535,False,0
10005,0.30322351127941805,False,0
10007,0.37955074266023775,True,0
10008,0.40220432604918105,True,0
10009,0.37818822036396293,True,0
10015,0.40088402786481236,True,0
10017,0.31061486426857593,False,0
10019,0.38381603471152004,True,0
10025,0.3835168973328379,True,0
10026,0.30503782032733345,False,0
10031,0.30564848773302694,False,0
10032,0.32351477764115033,False,0
10039,0.38748626218682736,True,0
10040,0.30408158269141183,False,0
10041,0.40387676591300103,True,0
10042,0.3878496443540932,True,0
10044,0.3935060863835781,True,0
10046,0.37227434687514177,True,0
10049,0.39840083342245514,True,0
10051,0.383444812569867,True,0
10054,0.4018419338193004,True,0
10056,0.2966072225576772,False,0
10058,0.2998638587193023,False,0
10061,0.38471390730543786,True,0
10063,0.30592120860193917,False,0
10064,0.30088985082380854,False,0
10065,0.3869362998676557,True,0
10068,0.3048515805950818,False,0
10071,0.3819178821593551,True,0
10072,0.384195536727574,True,0
10073,0.29090748428428254,False,0
10074,0.3808152770928869,True,0
10075,0.38809358918782944,True,0
10076,0.393363966535279,True,0
10078,0.3043800886646422,False,0
10080,0.38817371338737255,True,0
10081,0.38931591118937064,True,0
10082,0.3852834834168634,True,0
10084,0.38955657884443684,True,0
10086,0.3061327110907298,False,0
10088,0.30365722940110623,False,0
10089,0.3765442682124035,True,0
10090,0.38666018957751325,True,0
10092,0.29044877797970975,False,0
10094,0.2866063829498098,False,0
10097,0.39334064489470727,True,0
10098,0.28944208481037664,False,0
10105,0.39114887781236923,True,0
10111,0.3236143296082488,False,0
10113,0.30312883490227494,False,0
10114,0.38610664032452774,True,0
10115,0.38664361178616274,True,0
10118,0.3934685933926252,True,0
10120,0.389118580415238,True,0
10121,0.38102605779311777,True,0
10122,0.30765454429127687,False,0
10123,0.40442590102325987,True,0
10124,0.38868201109836115,True,0
10127,0.3768557886376303,True,0
10128,0.31209245737894126,False,0
10129,0.38067339789581417,True,0
10132,0.38691011079464815,True,0
10134,0.3839842991480881,True,0
10136,0.31982719785284425,False,0
10138,0.31541005343025785,False,0
10139,0.3212158201833115,False,0
10140,0.3932426029614901,True,0
10142,0.3045937680442413,False,0
10143,0.38559461996666033,True,0
10148,0.29690696597855487,False,0
10149,0.30931404062618884,False,0
10150,0.3883278484220417,True,0
10151,0.3884717194722989,True,0
10153,0.3061720047148258,False,0
10154,0.29884458229187966,False,0
10155,0.3858013173472873,True,0
10157,0.28772556129459836,False,0
10160,0.2920927413109503,False,0
10161,0.37854031411721406,True,0
10163,0.38117293143086467,True,0
10164,0.3116468714782094,False,0
10166,0.3115164537433717,False,0
10167,0.39218918547767484,True,0
10170,0.3078451216192757,False,0
10171,0.3072450750971408,False,0
10172,0.38633202459040983,True,0
10174,0.3946913368960678,True,0
10175,0.30836780559155724,False,0
10179,0.38370336581610004,True,0
10180,0.29684916119719107,False,0
10181,0.39625792291284206,True,0
10182,0.39139692594329767,True,0
10184,0.37979579301552496,True,0
10185,0.288311674080582,False,0
10186,0.38873189064340247,True,0
10187,0.2958685830547546,False,0
10188,0.3101469229815866,False,0
10189,0.392964477146155,True,0
10191,0.3016862433765713,False,0
10192,0.38470147813486644,True,0
10193,0.3820105706730367,True,0
10194,0.38254498682134885,True,0
10196,0.37808231464737624,True,0
10197,0.30197123039607543,False,0
10198,0.29656420225484004,False,0
10201,0.2963342033919693,False,0
10202,0.3190483331806514,False,0
10203,0.3790340057989811,True,0
10204,0.37793218670270173,True,0
10206,0.3088593729955957,False,0
10208,0.37844343807192365,True,0
10209,0.29421133630701357,False,0
10210,0.3913214427016089,True,0
10213,0.39507311112477567,True,0
10215,0.38614151205048947,True,0
10216,0.3758785603615925,True,0
10217,0.2936184272789262,False,0
10218,0.317846507408414,False,0
10219,0.2900321608849896,False,0
10220,0.388519800767291,True,0
10222,0.3098600016613402,False,0
10223,0.3937794571253161,True,0
10225,0.3714675365668245,True,0
10226,0.3186687559859718,False,0
10227,0.29879696115848253,False,0
10229,0.40709712751752963,True,0
10230,0.31191719590704925,False,0
10231,0.2949076084908174,False,0
10232,0.37432141263862867,True,0
10234,0.38265835231754075,True,0
10236,0.39333193693228613,True,0
10237,0.38985022989667606,True,0
10240,0.30079131006304277,False,0
10242,0.2936098591711986,False,0
10243,0.39344852393896423,True,0
10245,0.30398051959139333,False,0
