Id,loading_pc0,loading_pc1,loading_pc2,loading_pc3,loading_pc4,loading_pc5,loading_pc6,loading_pc7,loading_pc8,loading_pc9,loading_pc10,loading_pc11,loading_pc12,loading_pc13,loading_pc14
10001,0.008631370953345,0.005303552957763,0.010155380647796,0.01198418975536,-0.00991683077178,-0.009878674798839,0.004423520790533,0.00020238366911,0.005058144734138,-0.001838380089339,-3.36843924280428E-05,-0.001169451627758,0.000164418126006,0.002496281219231,0.000178944056602
10002,0.002058092666297,-0.004325240681883,0.006302438003615,0.005268696974547,-0.008548362281963,-0.003133971061286,0.005903266890303,0.000943010658327,0.000602700015574,-0.003208381977904,-0.002660158126621,-0.001064093716045,-0.000563376910973,0.005013638986835,0.002423237546839
10003,0.024331978714283,0.00822840053818,-0.009371067972924,0.008332389709514,-0.014053393906936,0.002767205328606,0.006830983876358,0.003015197250468,-0.001128317542432,0.005743774617017,-0.001086872993434,-0.001900149615918,-0.001251364481987,0.001220172398556,0.001803955412155
10004,-0.000176076391774,-0.005531887716439,0.006451114117834,-0.009241595831482,0.003855021799603,-0.000339294090955,-0.000590593103914,0.00195036128489,0.003440310869484,-0.00117935836685,-0.00119453567602,-0.000901173545457,3.49432290686723E-05,-0.002701116668512,0.003726412468564
10005,-0.00625893925989,-0.002156963723748,0.016068832921772,-0.000299743144916,-0.000227276746724,0.001946554376398,0.001477502903785,0.002011226013343,0.004528053234522,0.006614785139774,-0.003103764103891,-5.85271894693766E-05,0.001531411056765,0.000744155137418,-0.001733225983226
10006,0.019806836494769,-0.00351701934303,0.004089534451488,0.005597457062583,0.005943654066238,-0.000403540115487,-0.010685661423226,0.002111751744953,0.006728129366418,0.001248296157445,-0.001268116063794,0.001191981563478,-0.001160616230638,-0.002241905381637,-0.00351095522559
10007,-0.004810781975914,-0.00360933488607,-0.005883345707614,0.001857627866953,0.001724675232543,0.003526124341485,0.004515544650122,0.000889856048329,0.00063430889471,-0.004937119895652,-0.002314014853665,-0.003635616056514,0.000283802860654,0.001947308831706,-0.002572908364284
10008,-0.000608995696227,-0.002588703312159,-0.006149730898814,0.000382089548926,-0.002213241378864,0.001447658419745,0.006085468467838,0.003642039584201,-0.002952449515243,0.004185947373155,0.000595756090656,-0.000253443082219,-0.005558622993145,0.002407883038219,-0.002168964177252
10009,0.010218579653463,-0.010285831624116,0.000378352286971,0.007347647809696,0.010673519649725,1.11341702757692E-05,0.002561980626796,-0.000531638476422,0.000228486156406,-0.001450880137209,-0.001759930335381,-0.002169788297528,-0.001386106058268,-0.000592445692006,-0.001512864368636
10010,-0.006662385527296,-0.015522685004577,-0.00482556025001,-0.002409348305778,0.004827214047536,0.002521790747775,-0.00133286150247,-0.001571924451327,-0.001668430994607,-0.000226522223638,-0.003737964480406,-0.005163577764866,0.000414704621442,-0.001039300814848,0.002430916277998
10011,-0.002137297044028,0.010947210290121,-0.004743757878657,-0.002558915356343,0.000358126814674,-0.001425515799593,-0.006029404773518,0.001121624993705,-0.002200015255935,-0.001346220161886,0.006662260092127,0.003996202056173,-0.002189649761596,0.003972352945816,-0.001907434223131
10012,0.015346013542455,0.005288176181774,0.00926213934988,-0.004092677165685,-0.002191597905733,0.008553909664151,-0.004461367223463,0.006789890558691,0.010548049304508,0.002375225135424,-0.005574892334913,-0.006447112257311,0.001674065812669,-0.001299594929084,0.004121257848255
10013,0.007291784348222,-0.007392695162354,-0.001699140180263,0.002976991056796,-0.002384561214381,0.000975042452377,-0.002674636453214,-0.004400334505057,-9.26116300902498E-05,-0.004084399329574,-0.002323223624124,0.001866966351055,-0.001261262985217,-0.002963623610559,0.005039642304906
10014,-0.008197526550636,-0.003030931515433,-0.000219343261246,0.002502569220954,0.00051686512131,0.003415717000342,0.00373415479971,-0.011541767835826,-0.003092950300787,-0.001239619797711,0.00244372338994,-0.001257415615927,0.004373819293006,0.000719366489653,0.001203305731629
10015,0.001531907334372,9.56303167606259E-05,0.005915103588841,0.001443452795899,0.001233396312828,-0.008841235366823,0.004351976470722,0.002846374822406,0.004208860784608,0.005589821673256,0.000746392513008,0.000508913519618,0.005606627257938,-0.000131880015936,-0.001197698852058
10016,0.013080417735799,0.01136100314172,-0.001398683223592,-0.002890529992802,-0.002805651812008,-0.001015902316394,0.002654758700888,0.004174734992601,-4.03718268439931E-05,0.004398332242878,-0.006473357577012,0.001597075016556,0.002641126319106,0.001883684886176,-0.00714370449492
10017,-0.00431065950858,-0.00190823956072,0.006168442837224,-0.009799224672135,0.001083362165482,-0.00251352725944,-0.009166951183435,0.000964796569373,-0.002499782677844,-0.001020661096025,-0.001803775729618,-0.001854579627358,-0.001811155153514,-0.004454745273216,0.002152684527811
10018,-0.007943817093511,-0.002946842181145,-0.001784448299133,0.001652070579377,-0.001254222392455,-0.001791149756551,0.003288502484251,-0.001258744660484,0.007164838453104,-0.000983261255718,0.003788620269456,0.001113514067064,-0.002219443790534,0.000195424830453,-0.00191743907229
10019,-0.012455026325943,-0.004176924589662,-0.010155661821742,0.00299168357029,0.000536921602812,0.004563964837935,0.00127954671435,-0.000587966710818,0.003785049322334,0.001048493086795,-0.000503995284395,-0.002757396432448,-0.00466287496793,-0.003062293364857,0.000473182487568
10020,0.017436657054223,0.013198446592079,0.004941884490128,-0.003450619022666,0.001616252815451,-0.012757869650917,-0.004164917610094,-0.002178576288141,0.010053448167094,0.009229841510044,0.000775074163876,0.000888522036642,-0.000225479351535,-0.000335222476671,-0.002861581708703
10021,0.003626420229332,0.003428746841728,0.006877409807226,0.003041469633371,0.003637983446736,0.002527438949069,-0.002482472493579,0.001525722150498,-0.001639756682084,0.005181997994629,-0.00045569492886,-0.001667545259696,0.000660968454683,0.004026049850278,0.002077408728615
10022,0.001355382530848,0.006562706997832,0.009087207516275,0.017578195880298,-0.01014605165286,-0.003656964242699,-0.002698522354264,0.001943598150594,0.002688756202262,-0.001037669095778,-0.005155955197153,0.00401202563021,-0.000595670683825,-0.001826445833009,-0.000763761354511
10023,-0.010212908871135,-0.006545350547453,-0.003553318166113,0.000944433090086,-0.000200677083323,-0.006912785875534,-0.003506064602038,0.00225171698209,0.000618921244216,-0.000844374786906,-0.00101490381095,-0.002281980496726,0.000495735405845,0.001430502297794,-0.000796220107445
10024,0.002877212994068,-0.000662519503964,-0.015547617875347,0.006360564388474,-0.000379703607616,0.002865745183829,0.001819446868498,0.009452322703857,3.64378958025989E-05,0.000686097884273,-0.000707900646423,-0.000593144551423,-0.003487189326989,0.000247261442733,0.001024063420002
10025,0.019092787789931,-7.97419449708849E-05,-0.001410694354207,-0.011973851516253,0.007976037572379,-0.007330753327612,-0.009292685160365,0.000704050691211,0.006421897199196,0.00098787307664,0.004341070135325,0.003142416049494,-0.001925411271917,0.004046036575065,-0.001645828282823
10026,-0.002600359354464,-0.005334446528298,0.001469938146187,-0.007034151069108,0.004010521657911,-0.001375674225153,-0.001010458196633,0.004317595947116,0.003380454777149,-0.001425426054293,-0.000607095531082,0.000850943500558,-0.003098863190026,-0.000482811317318,0.002599255150917
10027,-0.015355269209154,0.01575795383982,0.002231695735102,-0.005439139653487,-0.005348939868698,0.001055061095585,-0.005467292933305,0.000805412619828,-0.003844742096601,0.003060973161882,0.005120550974299,-0.002344161735868,0.000707266592361,-0.006361797277785,0.003293909126991
10028,-0.007410519792778,-0.01211467060414,0.003630240003055,-0.00312234438323,0.001748021349388,0.00372939729332,-4.90577108999577E-05,0.001295535549674,0.004505461522775,0.000921388914993,0.004523961488824,0.002185658076735,0.000689936898558,0.002082133168296,0.001747414762509
10029,-0.012217089359301,-0.004946380130927,0.00477549475969,-0.004100296054066,-0.004681953924939,0.004512809730379,0.001319131152083,-0.001642213137428,-0.008900455081067,0.000731254855869,-0.00171410624409,-0.002078763810802,0.007249900914841,0.001595564100786,0.003010247811716
10030,0.002390503495149,-0.001016283930703,-0.000647667680052,0.00448024952057,0.000503503353202,0.006009453838365,0.001342632388053,0.004712062060553,0.003923179449856,-0.002060551670757,-0.000880026256762,-0.003688486300623,0.002514585080835,0.001200185510326,7.38490101929129E-05
10031,0.018261363264132,0.012709675654799,0.003584138302721,0.005772063829906,0.003977081275784,0.000424706455902,-0.000480792093641,-0.002034052440066,-0.002749241204326,-0.00287349046856,0.00312395581695,0.002819151858124,-0.005243923268744,-0.001300517722437,-0.001388927110365
